hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,weather_index,hour_of_day_binary,visibility_binary
3,6,4,0,0,1,13.2,10.2,81.93,0.0,0.0,10.6,93.8,16.0,low_bike_demand,35.36749999999999,0,1
12,3,10,0,1,1,16.6,6.1,49.88,0.0,0.0,25.5,25.3,16.0,low_bike_demand,43.205,1,1
17,1,8,0,1,1,34.8,23.3,51.3,0.0,0.0,16.7,81.3,16.0,high_bike_demand,51.7,1,1
12,6,2,0,0,0,-1.2,-11.6,44.83,0.0,0.0,5.4,24.4,16.0,low_bike_demand,35.5925,1,1
18,5,7,0,0,1,28.3,16.0,47.31,0.0,0.0,17.5,79.3,16.0,high_bike_demand,49.2475,1,1
16,5,9,0,0,1,21.6,18.4,81.73,0.0,0.0,12.4,100.0,16.0,high_bike_demand,39.5675,1,1
17,6,8,0,0,1,32.8,21.7,52.14,0.0,0.0,27.3,81.1,16.0,high_bike_demand,50.589999999999996,1,1
0,5,9,0,0,1,22.2,15.6,66.48,0.0,0.0,12.8,32.7,16.0,low_bike_demand,42.83,0,1
8,3,9,0,1,1,13.7,7.8,67.7,0.0,0.0,21.6,46.2,16.0,high_bike_demand,38.45,1,1
16,4,9,0,1,1,23.7,13.8,53.99,0.0,0.0,24.5,49.8,16.0,high_bike_demand,45.8775,1,1
3,3,1,0,1,0,-4.9,-12.3,56.12,0.0,0.0,6.7,79.3,16.0,low_bike_demand,31.670000000000005,0,1
16,6,1,0,0,0,4.9,2.2,82.55,2.59,1.27,18.6,97.8,6.5,low_bike_demand,30.49,1,0
0,3,8,0,1,1,25.4,18.9,67.24,0.0,0.0,7.9,65.4,16.0,low_bike_demand,44.265,0,1
12,2,5,0,1,1,14.9,2.1,42.13,0.0,0.0,11.2,88.9,16.0,low_bike_demand,43.717499999999994,1,1
6,4,4,0,1,1,13.3,1.1,43.6,0.0,0.0,15.0,100.0,16.0,low_bike_demand,42.699999999999996,0,1
4,4,9,0,1,1,16.9,16.0,94.05,0.0,0.0,4.8,56.7,14.2,low_bike_demand,34.7125,0,1
23,2,8,0,1,1,20.8,16.2,75.1,0.0,0.0,0.0,45.6,16.0,low_bike_demand,40.474999999999994,0,1
3,2,12,0,1,0,10.0,9.4,95.95,0.0,0.0,7.3,100.0,10.3,low_bike_demand,30.8625,0,1
2,6,1,0,0,0,-0.9,-7.8,59.33,0.0,2.16,17.5,79.3,16.0,low_bike_demand,32.9925,0,1
7,2,12,0,1,0,0.8,-1.5,84.96,0.0,0.0,0.0,24.4,16.0,low_bike_demand,28.585,1,1
23,6,4,0,0,1,17.4,-3.7,23.51,0.0,0.0,15.6,0.0,16.0,low_bike_demand,47.5475,0,1
3,0,4,0,1,1,5.6,-4.4,48.76,0.0,0.0,12.6,24.4,16.0,low_bike_demand,38.11,0,1
11,4,4,0,1,1,13.3,0.0,40.17,0.0,0.0,23.2,84.5,16.0,low_bike_demand,43.2825,1,1
15,4,5,0,1,1,29.3,14.5,40.56,0.0,0.0,22.2,24.4,15.9,low_bike_demand,50.81,1,1
5,4,2,0,1,0,3.7,0.6,80.4,0.0,0.0,8.9,89.1,16.0,low_bike_demand,30.974999999999998,0,1
21,3,9,0,1,1,17.8,8.9,55.86,0.0,0.0,16.4,82.5,16.0,low_bike_demand,42.71,0,1
8,4,2,0,1,0,15.5,-5.6,22.85,0.0,0.0,18.9,44.6,16.0,low_bike_demand,46.7625,1,1
19,5,5,0,0,1,11.6,8.9,83.7,0.515,0.0,19.5,98.8,16.0,low_bike_demand,34.07125,1,1
7,5,6,0,0,1,22.1,21.2,94.29,0.0,0.0,7.7,57.2,15.9,low_bike_demand,37.2525,1,1
8,2,11,0,1,0,0.9,-2.4,78.74,0.0,0.0,0.0,25.3,16.0,low_bike_demand,29.939999999999998,1,1
17,1,5,0,1,1,23.2,13.9,55.88,0.0,0.0,16.6,79.3,16.0,high_bike_demand,45.305,1,1
4,6,4,0,0,1,17.0,15.0,88.03,1.2819999999999998,0.0,11.2,95.6,10.7,low_bike_demand,35.672,0,1
14,3,10,0,1,1,18.3,5.6,43.38,0.0,0.0,20.2,25.3,16.0,low_bike_demand,45.13,1,1
17,6,1,0,0,0,8.3,-2.9,45.22,0.0,0.0,19.6,100.0,16.0,low_bike_demand,40.044999999999995,1,1
0,6,2,0,0,0,-2.9,-12.8,46.46,0.0,0.25,22.1,0.0,16.0,low_bike_demand,34.459999999999994,0,1
23,4,6,0,1,1,23.2,19.3,78.74,0.0,0.0,5.8,58.0,16.0,low_bike_demand,40.940000000000005,0,1
22,4,5,0,1,1,19.9,17.9,88.26,3.825,0.0,13.8,90.9,16.0,low_bike_demand,36.42875,0,1
10,6,9,0,0,1,22.2,16.6,70.74,0.0,0.0,13.0,0.0,16.0,high_bike_demand,42.015,1,1
22,4,12,0,1,0,8.9,6.9,87.33,0.753,0.0,6.7,96.0,14.2,low_bike_demand,31.929250000000003,0,1
14,2,9,0,1,1,26.6,11.1,37.96,0.0,0.0,8.8,24.4,16.0,low_bike_demand,49.934999999999995,1,1
19,1,8,0,1,1,28.6,16.5,47.85,0.0,0.0,4.8,49.3,16.0,high_bike_demand,49.3125,1,1
21,1,9,0,1,1,25.4,20.7,75.12,0.011,0.0,6.7,71.7,16.0,low_bike_demand,42.74225,0,1
14,3,8,0,1,1,29.8,22.1,63.41,0.0,0.0,12.6,49.1,16.0,low_bike_demand,47.122499999999995,1,1
17,4,12,0,1,0,8.8,-1.8,47.53,0.0,0.0,10.7,0.0,16.0,high_bike_demand,39.86749999999999,1,1
20,6,1,0,0,0,7.1,-2.2,51.62,0.0,0.0,14.2,98.2,16.0,low_bike_demand,38.32000000000001,1,1
2,4,4,0,1,1,1.6,-7.8,49.51,0.0,0.0,27.5,100.0,16.0,low_bike_demand,36.0725,0,1
19,3,12,0,1,0,7.2,6.2,93.39,3.5580000000000003,0.6,16.3,99.5,8.2,low_bike_demand,29.113,1,1
16,2,2,0,1,0,11.2,-2.1,39.38,0.0,0.0,18.4,79.3,16.0,low_bike_demand,42.43,1,1
20,0,10,0,1,1,23.7,19.3,76.72,0.0,0.0,10.9,83.9,16.0,low_bike_demand,41.57000000000001,1,1
23,5,11,0,0,1,21.1,17.2,78.24,0.0,0.0,20.3,94.0,16.0,low_bike_demand,40.015,0,1
0,4,10,0,1,1,13.3,11.1,86.67,1.236,0.0,16.0,100.0,6.5,low_bike_demand,34.1235,0,0
5,3,6,0,1,1,23.9,19.9,78.39,0.0,0.0,12.2,24.4,15.9,low_bike_demand,41.3525,0,1
8,6,12,0,0,0,3.2,-4.4,57.49,0.0,0.0,14.9,28.0,16.0,low_bike_demand,35.3275,1,1
4,3,12,0,1,0,8.8,7.3,90.32,0.41,0.0,9.2,100.0,6.4,low_bike_demand,31.3425,0,0
11,4,7,0,1,1,28.3,22.2,69.77,0.0,0.0,7.4,94.5,16.0,high_bike_demand,45.1825,1,1
2,0,8,0,1,1,24.7,22.7,88.51,0.0,0.0,9.0,46.7,16.0,low_bike_demand,39.7225,0,1
12,0,8,0,1,1,25.5,14.3,49.95,0.0,0.0,11.4,49.2,16.0,low_bike_demand,47.462500000000006,1,1
10,4,8,0,1,1,25.7,20.5,73.0,0.0,0.0,12.5,24.4,16.0,low_bike_demand,43.3,1,1
10,1,11,0,1,0,11.5,7.7,77.42,0.0,0.0,0.4,24.4,16.0,low_bike_demand,35.44499999999999,1,1
8,2,4,0,1,1,10.9,7.2,78.15,0.0,0.0,0.0,82.5,16.0,high_bike_demand,34.9875,1,1
17,1,8,0,1,1,28.8,21.7,65.73,0.0,0.0,0.4,91.1,16.0,high_bike_demand,46.192499999999995,1,1
6,1,5,0,1,1,12.9,9.2,78.17,0.0,0.0,0.0,79.3,16.0,low_bike_demand,35.982499999999995,0,1
7,4,10,0,1,1,18.0,15.5,85.65,0.0,0.0,6.7,79.3,16.0,low_bike_demand,36.9625,1,1
21,6,8,0,0,1,27.5,23.3,77.78,0.0,0.0,5.5,44.6,15.9,low_bike_demand,43.255,0,1
9,2,5,0,1,1,12.8,4.3,56.29,0.0,0.0,26.7,58.0,16.0,low_bike_demand,40.2025,1,1
9,6,4,0,0,1,11.0,4.4,63.77,0.0,0.0,5.5,98.8,16.0,low_bike_demand,37.9075,1,1
20,0,3,0,1,1,6.9,-14.6,19.83,0.0,0.0,1.1,79.3,16.0,low_bike_demand,43.1175,1,1
7,1,2,0,1,0,-5.3,-12.3,57.81,0.0,0.0,12.1,0.0,16.0,low_bike_demand,31.147499999999997,1,1
1,6,9,0,0,1,11.3,5.7,68.54,0.0,0.0,8.3,24.4,16.0,low_bike_demand,37.114999999999995,0,1
3,4,9,0,1,1,13.7,7.8,67.65,0.0,0.0,19.6,92.4,16.0,low_bike_demand,38.462500000000006,0,1
9,3,2,0,1,0,6.6,5.1,89.79,1.836,0.0,4.8,100.0,2.3,low_bike_demand,30.018499999999996,1,0
9,2,10,0,1,1,13.3,11.2,87.1,0.0,0.0,14.3,82.2,16.0,high_bike_demand,34.35,1,1
1,1,11,0,1,0,4.1,-6.8,44.89,0.0,0.0,7.6,0.0,16.0,low_bike_demand,38.1025,0,1
1,3,12,0,1,0,0.8,-2.4,79.41,0.0,0.0,4.8,0.0,16.0,low_bike_demand,29.7475,0,1
1,1,5,0,1,1,18.0,15.5,85.58,0.0,0.0,4.8,79.3,16.0,low_bike_demand,36.980000000000004,0,1
12,0,6,0,1,1,30.0,22.7,65.28,0.0,0.0,14.9,26.4,16.0,low_bike_demand,46.855,1,1
10,1,5,0,1,1,23.5,18.7,74.54,0.0,0.0,14.1,24.4,16.0,low_bike_demand,41.91499999999999,1,1
8,4,10,0,1,1,13.7,10.1,78.64,1.661,0.0,15.6,99.2,15.7,low_bike_demand,35.87475,1,1
12,3,1,0,1,0,8.8,-2.1,46.3,0.0,0.0,34.4,77.1,16.0,low_bike_demand,40.1,1,1
1,0,6,0,1,1,20.6,13.3,62.94,0.0,0.0,6.7,24.4,16.0,low_bike_demand,42.74,0,1
4,3,12,0,1,0,0.9,-6.7,56.76,0.0,0.0,10.5,79.3,16.0,low_bike_demand,34.36,0,1
5,3,4,0,1,1,3.7,-5.7,50.27,0.0,0.0,27.7,98.8,16.0,low_bike_demand,36.932500000000005,0,1
19,1,3,0,1,1,14.3,-1.8,32.94,0.0,0.0,14.7,81.3,16.0,high_bike_demand,44.89,1,1
16,6,5,0,0,1,15.9,12.2,78.48,1.21,0.0,14.1,93.3,16.0,low_bike_demand,37.1025,1,1
4,5,6,0,0,1,17.4,11.8,69.69,0.0,0.0,4.8,44.6,16.0,low_bike_demand,39.877500000000005,0,1
6,2,6,0,1,1,24.7,18.4,68.06,0.0,0.0,0.7,44.6,15.8,low_bike_demand,43.76,0,1
5,2,2,0,1,0,14.2,10.8,80.39,0.0,0.0,16.9,91.1,16.0,low_bike_demand,36.1525,0,1
15,1,11,0,1,0,10.0,-1.3,45.14,0.0,0.0,29.5,48.4,16.0,low_bike_demand,40.89,1,1
12,0,10,0,1,1,18.8,9.2,53.78,0.0,0.0,24.1,24.4,16.0,low_bike_demand,43.55499999999999,1,1
3,6,1,0,0,0,-0.3,-7.8,57.01,0.0,2.09,19.7,79.3,16.0,low_bike_demand,33.7225,0,1
19,2,6,0,1,1,25.5,20.2,72.52,0.011,0.0,23.0,98.8,16.0,high_bike_demand,43.292249999999996,1,1
15,0,5,0,1,1,20.5,0.5,26.32,0.0,0.0,16.3,0.0,16.0,high_bike_demand,48.67,1,1
11,4,6,0,1,1,22.1,11.7,51.53,0.0,0.0,18.1,85.3,16.0,low_bike_demand,45.567499999999995,1,1
10,4,2,0,1,0,7.8,-3.2,45.7,0.0,0.0,40.6,79.3,16.0,low_bike_demand,39.725,1,1
18,1,7,0,1,1,34.8,22.1,47.69,0.0,0.0,14.1,49.3,16.0,high_bike_demand,52.3025,1,1
11,0,12,0,1,0,5.5,3.3,85.76,0.0,0.0,7.3,100.0,8.7,low_bike_demand,30.759999999999998,1,1
8,3,2,0,1,0,10.1,5.7,74.1,0.0,0.0,20.1,89.1,16.0,low_bike_demand,35.425,1,1
4,4,4,0,1,1,0.6,-8.3,51.28,0.0,0.0,25.9,96.6,16.0,low_bike_demand,35.254999999999995,0,1
6,1,8,0,1,1,24.1,22.1,88.9,0.0,0.0,0.4,98.8,16.0,low_bike_demand,39.324999999999996,0,1
2,0,4,0,1,1,6.1,-4.4,47.01,0.0,0.0,15.2,24.4,16.0,low_bike_demand,38.6725,0,1
9,6,9,0,0,1,22.1,21.1,93.85,1.145,0.0,0.5,100.0,5.1,low_bike_demand,37.05125,1,0
23,6,8,0,0,1,24.7,20.6,77.85,0.0,0.0,15.6,79.3,16.0,low_bike_demand,41.862500000000004,0,1
0,3,10,0,1,1,16.0,8.3,60.25,0.0,0.0,16.5,25.3,16.0,low_bike_demand,41.0125,0,1
23,6,5,0,0,1,9.6,2.9,63.07,0.0,0.0,11.6,24.4,16.0,low_bike_demand,37.3575,0,1
22,3,4,0,1,1,15.5,8.3,61.93,0.0,0.0,10.6,94.3,16.0,low_bike_demand,40.4675,0,1
22,4,9,0,1,1,13.8,11.7,87.07,0.946,0.0,28.4,99.5,11.2,low_bike_demand,34.371,0,1
16,1,3,0,1,1,5.5,-8.9,34.58,0.0,0.0,38.9,89.3,16.0,low_bike_demand,40.505,1,1
9,3,3,0,1,0,10.6,2.8,58.41,0.0,0.0,18.6,81.1,16.0,high_bike_demand,38.7475,1,1
19,6,8,0,0,1,26.9,19.5,63.81,0.0,0.0,5.6,82.3,16.0,low_bike_demand,45.6475,1,1
20,2,12,0,1,0,5.6,-1.5,60.09,0.0,0.0,16.4,79.3,16.0,low_bike_demand,36.0025,1,1
9,6,7,0,0,1,25.0,16.2,58.17,0.0,0.0,25.4,44.6,16.0,low_bike_demand,45.75749999999999,1,1
1,5,12,0,0,0,5.3,-0.7,64.93,0.0,0.0,9.2,86.1,16.0,low_bike_demand,34.917500000000004,0,1
10,4,9,0,1,1,20.0,12.8,63.35,0.0,0.0,0.3,25.3,16.0,low_bike_demand,42.362500000000004,1,1
15,6,7,0,0,1,28.8,15.7,45.06,0.0,0.0,13.2,82.3,16.0,high_bike_demand,49.86,1,1
19,5,9,0,0,1,18.7,8.4,50.96,0.0,0.0,9.2,46.2,16.0,high_bike_demand,44.035000000000004,1,1
15,2,9,0,1,1,26.6,22.2,76.74,0.278,0.0,16.7,98.8,14.1,low_bike_demand,42.945499999999996,1,1
16,0,2,1,1,0,13.9,4.8,54.08,0.0,0.0,14.4,96.4,16.0,high_bike_demand,41.155,1,1
1,2,7,0,1,1,24.8,23.3,91.09,0.0,0.0,4.8,53.5,16.0,low_bike_demand,39.2525,0,1
18,2,9,0,1,1,21.7,13.9,61.14,0.0,0.0,10.6,49.3,16.0,high_bike_demand,43.615,1,1
19,3,6,0,1,1,25.6,3.8,24.51,0.0,0.0,12.7,79.3,16.0,high_bike_demand,51.222500000000004,1,1
0,2,3,0,1,1,12.6,1.7,47.47,0.0,0.0,9.2,79.3,16.0,low_bike_demand,41.707499999999996,0,1
11,5,5,0,0,1,25.5,16.0,55.87,0.0,0.0,14.6,66.6,16.0,low_bike_demand,46.4075,1,1
22,5,8,0,0,1,25.7,19.4,67.9,0.0,0.0,12.6,44.6,16.0,low_bike_demand,44.300000000000004,0,1
22,1,5,0,1,1,17.6,12.8,73.44,0.0,0.0,13.0,100.0,16.0,low_bike_demand,39.24,0,1
4,2,5,0,1,1,14.1,8.5,69.03,0.0,0.0,13.5,46.4,16.0,low_bike_demand,38.3925,0,1
15,3,9,0,1,1,21.0,8.3,43.96,0.0,0.0,21.8,86.2,16.0,high_bike_demand,46.335,1,1
14,2,8,0,1,1,32.7,17.3,39.92,0.0,0.0,5.3,28.0,16.0,high_bike_demand,52.52,1,1
12,6,8,0,0,1,28.2,17.9,53.65,0.0,0.0,9.3,26.4,16.0,high_bike_demand,48.112500000000004,1,1
23,2,9,0,1,1,17.2,8.5,56.62,0.0,0.0,0.4,44.6,16.0,low_bike_demand,42.269999999999996,0,1
16,5,1,0,0,0,1.6,-13.9,30.58,0.0,0.0,24.2,25.3,16.0,low_bike_demand,39.279999999999994,1,1
9,3,12,0,1,0,8.0,2.8,69.75,0.0,0.0,11.2,44.6,16.0,low_bike_demand,35.2625,1,1
1,6,6,0,0,1,21.4,17.1,76.95,0.0,0.0,11.6,82.9,16.0,low_bike_demand,40.387499999999996,0,1
19,1,6,0,1,1,25.6,12.2,43.14,0.0,0.0,21.9,45.6,16.0,low_bike_demand,48.665,1,1
7,4,12,0,1,0,9.2,-1.2,47.99,0.0,0.0,11.4,99.2,16.0,low_bike_demand,40.0025,1,1
9,3,7,0,1,1,27.0,22.9,78.12,0.0,0.0,8.3,52.0,16.0,low_bike_demand,42.945,1,1
2,0,11,0,1,1,10.9,6.7,75.13,0.0,0.0,12.5,0.0,16.0,low_bike_demand,35.6175,0,1
0,1,10,0,1,1,13.0,8.5,73.96,0.0,0.0,8.3,24.4,16.0,low_bike_demand,36.885000000000005,0,1
17,4,1,0,1,0,7.1,-8.3,32.36,0.0,0.0,11.5,24.4,16.0,low_bike_demand,41.61,1,1
13,4,7,0,1,1,31.0,18.3,46.79,0.0,0.0,15.4,31.8,16.0,low_bike_demand,50.627500000000005,1,1
16,1,5,0,1,1,34.9,15.9,32.26,0.0,0.0,13.8,44.6,16.0,high_bike_demand,54.635000000000005,1,1
4,0,6,0,1,1,25.0,19.9,73.57,0.0,0.0,14.6,26.2,16.0,low_bike_demand,42.8325,0,1
11,0,10,0,1,1,17.2,9.3,59.86,0.0,0.0,27.1,24.4,16.0,low_bike_demand,41.660000000000004,1,1
18,5,9,0,0,1,24.4,14.9,55.49,0.0,0.0,18.1,44.6,16.0,high_bike_demand,45.9525,1,1
13,6,2,0,0,0,7.8,6.8,92.99,4.381,0.0,11.0,100.0,3.3,low_bike_demand,29.30725,1,0
21,2,4,0,1,1,14.2,10.7,79.25,0.0,0.0,12.7,100.0,16.0,low_bike_demand,36.412499999999994,0,1
22,5,4,0,0,1,16.0,13.0,82.36,0.0,0.0,5.8,86.5,16.0,low_bike_demand,36.66,0,1
13,4,7,0,1,1,24.9,18.9,69.09,0.0,0.0,21.6,78.0,16.0,high_bike_demand,43.6775,1,1
0,0,12,0,1,0,1.6,-5.1,61.14,0.0,0.0,17.3,41.6,16.0,low_bike_demand,33.84,0,1
18,5,3,0,0,0,15.5,3.8,45.7,0.0,0.0,25.5,80.3,16.0,high_bike_demand,43.400000000000006,1,1
17,6,9,0,0,1,26.7,18.8,61.94,0.0,0.0,10.3,34.7,16.0,high_bike_demand,45.89,1,1
12,5,6,0,0,1,22.8,9.4,42.47,0.0,0.0,34.7,86.7,16.0,high_bike_demand,47.4325,1,1
14,6,3,0,0,1,5.5,-1.2,61.82,0.0,0.0,7.5,91.1,16.0,low_bike_demand,35.620000000000005,1,1
18,3,4,0,1,1,16.1,1.7,37.74,0.0,0.0,24.4,45.6,16.0,high_bike_demand,45.015,1,1
22,1,2,0,1,0,8.2,1.1,61.04,0.0,0.0,10.8,79.3,16.0,low_bike_demand,37.065,0,1
13,1,10,0,1,1,20.7,7.1,41.33,0.0,0.0,9.1,24.4,16.0,low_bike_demand,46.6175,1,1
8,0,11,0,1,0,4.9,-5.1,48.56,0.0,0.0,17.8,82.5,16.0,low_bike_demand,37.81,1,1
3,5,10,0,0,1,15.8,12.7,81.68,0.0,0.0,15.5,94.3,16.0,low_bike_demand,36.705,0,1
6,2,11,0,1,0,5.8,4.1,88.75,0.0,0.0,0.0,24.4,16.0,low_bike_demand,30.287499999999998,0,1
20,4,1,0,1,0,7.7,-2.8,47.25,0.0,0.0,14.3,87.5,16.0,low_bike_demand,39.412499999999994,1,1
10,2,6,0,1,1,28.3,18.7,55.84,0.0,0.0,13.2,91.1,16.0,low_bike_demand,47.78999999999999,1,1
16,1,9,0,1,1,26.6,16.7,54.4,0.0,0.0,14.7,80.3,16.0,high_bike_demand,47.224999999999994,1,1
11,4,1,0,1,0,9.2,2.1,61.04,0.0,0.0,26.0,49.2,16.0,low_bike_demand,37.565,1,1
3,0,8,0,1,1,23.7,20.8,83.91,0.0,0.0,10.6,94.6,15.8,low_bike_demand,40.14750000000001,0,1
6,2,9,0,1,1,19.8,17.2,84.84,0.0,0.0,5.5,0.0,16.0,low_bike_demand,38.03999999999999,0,1
23,1,7,0,1,1,28.2,23.1,74.11,0.0,0.0,12.8,24.4,16.0,low_bike_demand,44.2975,0,1
17,6,11,0,0,0,23.8,17.9,69.29,0.078,0.0,14.6,87.6,15.9,high_bike_demand,43.083,1,1
0,6,5,0,0,1,10.6,8.9,89.14,0.267,0.0,21.0,97.4,10.7,low_bike_demand,32.523250000000004,0,1
2,1,11,0,1,1,9.6,5.0,72.8,0.0,0.0,0.0,99.2,16.0,low_bike_demand,35.45,0,1
9,6,4,0,0,1,11.6,8.7,82.53,0.0,0.0,18.1,99.5,16.0,low_bike_demand,34.442499999999995,1,1
16,1,6,0,1,1,24.4,14.9,55.41,0.0,0.0,15.8,93.8,16.0,high_bike_demand,45.972500000000004,1,1
2,1,8,0,1,1,23.2,18.8,76.7,0.0,0.0,9.2,24.4,15.9,low_bike_demand,41.325,0,1
23,5,9,0,0,1,12.9,6.6,65.43,0.0,0.0,5.4,44.6,16.0,low_bike_demand,38.5175,0,1
17,2,6,0,1,1,28.9,16.8,47.99,0.0,0.0,23.2,80.3,16.0,high_bike_demand,49.4275,1,1
19,6,10,0,0,1,8.8,7.2,90.05,0.0,0.0,17.6,100.0,10.6,low_bike_demand,31.4875,1,1
5,1,11,0,1,0,5.2,-1.3,63.21,0.0,0.0,7.1,0.0,16.0,low_bike_demand,35.1725,0,1
2,1,5,0,1,1,23.1,19.9,82.23,0.0,0.0,10.6,24.4,15.7,low_bike_demand,40.1925,0,1
12,5,4,0,0,1,23.3,17.1,68.33,0.0,0.0,12.4,83.9,16.0,high_bike_demand,43.0175,1,1
5,1,2,0,1,0,7.3,4.1,80.07,0.0,0.0,0.8,81.3,16.0,low_bike_demand,32.8325,0,1
18,2,9,0,1,1,22.5,19.6,84.07,0.02,0.0,25.7,100.0,10.5,high_bike_demand,39.502500000000005,1,1
21,4,11,0,1,0,12.3,5.7,64.09,0.0,0.0,4.8,0.0,16.0,low_bike_demand,38.47749999999999,0,1
18,1,11,0,1,0,9.1,-3.8,40.0,0.0,0.0,0.0,24.4,16.0,high_bike_demand,41.324999999999996,1,1
15,4,6,0,1,1,24.5,18.8,70.82,0.0,0.0,12.4,85.7,16.0,high_bike_demand,43.120000000000005,1,1
13,4,3,0,1,1,11.6,10.0,90.05,0.0,0.0,9.2,100.0,14.2,low_bike_demand,32.8875,1,1
6,0,7,0,1,1,25.4,23.2,87.67,0.0,0.0,8.3,48.4,14.2,low_bike_demand,40.232499999999995,0,1
3,4,6,0,1,1,17.5,13.2,76.11,0.0,0.0,4.8,24.4,16.0,low_bike_demand,38.647499999999994,0,1
14,6,1,0,0,0,4.9,1.7,79.82,0.0,0.0,15.8,100.0,16.0,low_bike_demand,31.695000000000004,1,1
8,3,3,0,1,0,11.5,2.9,55.44,0.0,0.0,22.9,88.9,16.0,low_bike_demand,39.74,1,1
12,4,12,0,1,0,17.2,4.0,41.5,0.0,0.0,19.7,91.1,16.0,low_bike_demand,44.925,1,1
21,3,3,0,1,1,10.5,9.3,92.13,0.038,0.0,9.4,100.0,3.1,low_bike_demand,31.908,0,0
23,0,11,0,1,0,7.7,-2.8,47.31,0.0,0.0,16.0,79.3,16.0,low_bike_demand,39.397499999999994,0,1
6,1,7,0,1,1,24.7,21.3,81.2,0.0,0.0,0.0,81.1,16.0,low_bike_demand,41.2,0,1
3,1,6,0,1,1,20.5,18.9,90.26,0.033,0.0,13.5,93.2,16.0,low_bike_demand,37.27675,0,1
20,0,9,0,1,1,21.8,12.9,57.04,0.0,0.0,14.1,61.2,16.0,low_bike_demand,44.415,1,1
13,5,5,0,0,1,9.8,-6.3,31.55,0.0,0.0,27.5,83.0,16.0,low_bike_demand,42.9875,1,1
11,0,3,0,1,1,3.7,-10.7,34.23,0.0,0.0,24.2,84.7,16.0,low_bike_demand,39.69250000000001,1,1
4,6,6,0,0,1,24.9,18.9,69.33,0.0,0.0,6.7,55.5,16.0,low_bike_demand,43.6175,0,1
6,2,7,0,1,1,24.1,23.2,94.67,0.0,0.0,8.3,32.7,15.5,low_bike_demand,38.1575,0,1
15,2,2,0,1,0,4.2,-8.4,39.19,0.0,0.0,18.5,79.3,16.0,low_bike_demand,39.152499999999996,1,1
11,2,10,0,1,1,18.8,16.2,84.62,0.0,0.0,15.8,99.6,16.0,low_bike_demand,37.595,1,1
19,1,1,0,1,0,2.7,-7.8,46.09,0.0,0.1,8.3,24.4,16.0,low_bike_demand,37.2025,1,1
23,2,6,0,1,1,22.8,19.4,81.28,0.023,0.0,9.6,88.9,16.0,low_bike_demand,40.224250000000005,0,1
3,1,2,0,1,0,10.0,6.1,76.76,0.0,0.0,10.6,98.8,16.0,low_bike_demand,34.835,0,1
12,1,3,0,1,1,16.7,6.7,51.43,0.0,0.0,11.9,94.3,16.0,low_bike_demand,42.99249999999999,1,1
16,3,2,0,1,0,21.0,9.4,47.39,0.0,0.0,27.3,94.6,16.0,low_bike_demand,45.752500000000005,1,1
0,5,10,0,0,1,9.2,4.9,74.37,0.0,0.0,16.1,98.2,16.0,low_bike_demand,34.9325,0,1
0,5,5,0,0,1,24.9,18.1,66.01,0.0,0.0,32.7,52.6,16.0,low_bike_demand,44.247499999999995,0,1
0,2,5,0,1,1,18.6,6.9,46.33,0.0,0.0,14.1,24.4,16.0,low_bike_demand,44.792500000000004,0,1
20,5,9,0,0,1,20.9,15.0,69.05,0.0,0.0,10.8,26.2,16.0,low_bike_demand,41.7125,1,1
5,5,6,0,0,1,20.5,18.0,85.43,0.0,0.0,5.6,24.4,15.9,low_bike_demand,38.2675,0,1
3,5,8,0,0,1,23.7,21.3,86.24,0.0,0.0,7.1,81.3,16.0,low_bike_demand,39.690000000000005,0,1
23,5,12,0,0,0,16.0,13.4,84.35,0.318,0.0,11.0,92.8,16.0,low_bike_demand,36.183,0,1
17,5,2,0,0,0,8.2,-8.8,29.0,0.0,0.0,14.7,24.4,16.0,high_bike_demand,42.599999999999994,1,1
7,3,11,0,1,0,8.7,6.7,86.8,0.0,0.0,7.4,89.4,16.0,low_bike_demand,32.15,1,1
16,5,6,0,0,1,29.2,3.7,19.66,0.0,0.0,6.3,24.4,16.0,high_bike_demand,53.31,1,1
21,2,7,0,1,1,23.8,22.8,94.54,0.022,0.0,8.7,34.5,16.0,low_bike_demand,38.0095,0,1
0,0,4,0,1,1,7.7,-4.9,40.3,0.0,0.0,22.5,26.2,16.0,low_bike_demand,40.625,0,1
7,0,6,0,1,1,24.3,18.7,71.11,0.0,0.0,19.6,32.7,16.0,low_bike_demand,42.9725,1,1
4,5,7,0,0,1,21.6,13.8,61.03,0.0,0.0,4.8,83.1,16.0,low_bike_demand,43.5925,0,1
5,4,9,0,1,1,21.6,16.6,73.33,0.0,0.0,7.4,0.0,16.0,low_bike_demand,41.2175,0,1
3,5,1,0,0,0,0.6,-6.2,60.65,0.0,0.0,18.1,79.3,16.0,low_bike_demand,33.4375,0,1
8,1,2,0,1,0,7.7,5.0,83.48,0.0,0.0,0.0,48.3,15.6,low_bike_demand,32.305,1,1
7,0,11,0,1,0,8.7,5.8,81.65,0.0,0.0,4.8,98.8,16.0,low_bike_demand,33.2125,1,1
9,4,3,0,1,1,9.2,4.3,71.55,0.0,0.0,21.6,100.0,16.0,low_bike_demand,35.487500000000004,1,1
23,4,3,0,1,1,5.4,-9.4,33.5,0.0,0.0,22.9,0.0,16.0,low_bike_demand,40.625,0,1
